rgn_id,year,value
1,2013,0.001906919898465276
2,2013,0.14014218524098396
3,2013,0.08263019602745772
4,2013,0.17257497771643104
5,2013,0.1301247754134238
6,2013,0.19940683688037097
7,2013,0.020755892759189012
8,2013,0.07934325151145459
